Posição,Tempo
1,0.09379267692565918
2,0.06079292297363281
3,0.06782197952270508
4,0.058890342712402344
5,0.05779314041137695
6,0.0438838005065918
7,0.04193592071533203
8,0.06682062149047852
9,0.051813364028930664
10,0.041925907135009766
11,0.02793431282043457
12,0.02691960334777832
13,0.03287339210510254
14,0.03789877891540527
15,0.0469205379486084
16,0.044834136962890625
17,0.05789351463317871
18,0.05779910087585449
19,0.04291820526123047
20,0.043883323669433594
21,0.03985786437988281
22,0.04393148422241211
23,0.04787468910217285
24,0.0637814998626709
25,0.0498967170715332
26,0.02793121337890625
27,0.028881549835205078
28,0.031957149505615234
29,0.03287029266357422
30,0.032952070236206055
31,0.028882741928100586
32,0.04787182807922363
33,0.03390908241271973
34,0.03690195083618164
35,0.038895368576049805
36,0.04393768310546875
37,0.0318598747253418
38,0.02792525291442871
39,0.026927709579467773
40,0.03095865249633789
41,0.044883012771606445
42,0.05389404296875
43,0.059758663177490234
44,0.07983231544494629
45,0.06083941459655762
46,0.047823190689086914
47,0.06083798408508301
48,0.06387615203857422
49,0.05779838562011719
50,0.028922080993652344
51,0.026927709579467773
52,0.03889584541320801
53,0.03889608383178711
54,0.04692363739013672
55,0.051865339279174805
56,0.06581854820251465
57,0.03485870361328125
58,0.035906314849853516
59,0.03298163414001465
60,0.03885912895202637
61,0.04090762138366699
62,0.051810264587402344
63,0.06283187866210938
64,0.06089019775390625
65,0.06382870674133301
66,0.0617823600769043
67,0.05984067916870117
68,0.0997323989868164
69,0.06283235549926758
70,0.061872005462646484
71,0.060849905014038086
72,0.06283307075500488
73,0.05991387367248535
74,0.0637061595916748
75,0.06487441062927246
76,0.06178474426269531
77,0.06587409973144531
78,0.052808284759521484
79,0.06787109375
80,0.08477354049682617
81,0.06477499008178711
82,0.059839487075805664
83,0.12683916091918945
84,0.09859824180603027
85,0.11374020576477051
86,0.11860084533691406
87,0.08776235580444336
88,0.04189109802246094
89,0.06382632255554199
90,0.06088852882385254
91,0.06277990341186523
92,0.09075736999511719
93,0.060837745666503906
94,0.06188488006591797
95,0.07973623275756836
96,0.058841705322265625
97,0.04188823699951172
98,0.06288003921508789
99,0.05879497528076172
100,0.06582474708557129
